Fecha_Hora,Tipo_Mensaje,ID_Nodo,Msg_ID,Paquetes_Perdidos,Perdida_%,Hum_Local_%,Hum_Global_%,Urgencia_Riego,Estado_CNP,Valvula,Temp_C,Luz_%,Estres_Evap,Nivel_Tanque_%,Vecinos_Red,Alerta_Sensor,Alerta_Valvula,Latencia_Subasta_ms,Error_Cuadratico_Consenso,Violacion_Exclusion_Mutua,Tiempo_Recuperacion_s,Consumo_Estimado_mAh
2026-07-02 19:42:50,consenso,3895648541,106538,0,0.0,82,91.66,16.75,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,93.2783,NO,N/A,0.066758
2026-07-02 19:42:51,consenso,3361403025,106538,0,0.0,89,90.8,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,3.2504,NO,N/A,0.056096
2026-07-02 19:42:52,consenso,3895648541,106539,0,0.0,82,91.38,16.75,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,88.0572,NO,N/A,0.046454
2026-07-02 19:42:52,consenso,145078341,106540,0,0.0,72,91.75,16.33,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,390.2584,NO,N/A,0.072726
2026-07-02 19:42:53,consenso,3361403025,106539,0,0.0,91,92.19,15.56,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,1.407,NO,N/A,0.055012
2026-07-02 19:42:54,consenso,145078341,106541,0,0.0,70,90.77,15.56,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,431.3925,NO,N/A,0.039299
2026-07-02 19:42:54,consenso,3895648541,106540,0,0.0,82,91.68,16.75,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,93.6486,NO,N/A,0.061673
2026-07-02 19:42:55,consenso,3361403025,106540,0,0.0,90,91.2,15.56,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,1.4517,NO,N/A,0.057646
2026-07-02 19:42:56,consenso,3895648541,106541,0,0.0,82,91.33,16.75,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,87.0922,NO,N/A,0.046419
2026-07-02 19:42:56,consenso,145078341,106542,0,0.0,71,91.52,15.94,0,0,18.3,0,7.78,41.31667,2,False,False,N/A,421.0413,NO,N/A,0.061122
